ip,hname,alias,location,cluster,datastore,iscsi1,iscsi2,tgt1,tgt2,tgt3,tgt4,vmotion,path,FileName
10.161.240.64,d70-s11-pm4,d70-s11-pm4.virt.daumkakao.io,datacenter70,d70-s11-cluster,datastore70-s11-pm4,10.61.238.64,10.61.239.64,10.61.238.161,10.61.239.161,10.61.238.191,10.61.239.191,10.161.243.64,/vmfs/volumes/d70-s11-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.65,d70-s12-pm1,d70-s12-pm1.virt.daumkakao.io,datacenter70,d70-s12-cluster,datastore70-s12-pm1,10.61.238.65,10.61.239.65,10.61.238.162,10.61.239.162,10.61.238.192,10.61.239.192,10.161.243.65,/vmfs/volumes/d70-s12-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.66,d70-s12-pm2,d70-s12-pm2.virt.daumkakao.io,datacenter70,d70-s12-cluster,datastore70-s12-pm2,10.61.238.66,10.61.239.66,10.61.238.162,10.61.239.162,10.61.238.192,10.61.239.192,10.161.243.66,/vmfs/volumes/d70-s12-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.67,d70-s12-pm3,d70-s12-pm3.virt.daumkakao.io,datacenter70,d70-s12-cluster,datastore70-s12-pm3,10.61.238.67,10.61.239.67,10.61.238.162,10.61.239.162,10.61.238.192,10.61.239.192,10.161.243.67,/vmfs/volumes/d70-s12-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.68,d70-s12-pm4,d70-s12-pm4.virt.daumkakao.io,datacenter70,d70-s12-cluster,datastore70-s12-pm4,10.61.238.68,10.61.239.68,10.61.238.162,10.61.239.162,10.61.238.192,10.61.239.192,10.161.243.68,/vmfs/volumes/d70-s12-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.69,d70-s13-pm1,d70-s13-pm1.virt.daumkakao.io,datacenter70,d70-s13-cluster,datastore70-s13-pm1,10.61.238.69,10.61.239.69,10.61.238.163,10.61.239.163,10.61.238.193,10.61.239.193,10.161.243.69,/vmfs/volumes/d70-s13-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.70,d70-s13-pm2,d70-s13-pm2.virt.daumkakao.io,datacenter70,d70-s13-cluster,datastore70-s13-pm2,10.61.238.70,10.61.239.70,10.61.238.163,10.61.239.163,10.61.238.193,10.61.239.193,10.161.243.70,/vmfs/volumes/d70-s13-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.71,d70-s13-pm3,d70-s13-pm3.virt.daumkakao.io,datacenter70,d70-s13-cluster,datastore70-s13-pm3,10.61.238.71,10.61.239.71,10.61.238.163,10.61.239.163,10.61.238.193,10.61.239.193,10.161.243.71,/vmfs/volumes/d70-s13-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.72,d70-s13-pm4,d70-s13-pm4.virt.daumkakao.io,datacenter70,d70-s13-cluster,datastore70-s13-pm4,10.61.238.72,10.61.239.72,10.61.238.163,10.61.239.163,10.61.238.193,10.61.239.193,10.161.243.72,/vmfs/volumes/d70-s13-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.73,d70-s14-pm1,d70-s14-pm1.virt.daumkakao.io,datacenter70,d70-s14-cluster,datastore70-s14-pm1,10.61.238.73,10.61.239.73,10.61.238.164,10.61.239.164,10.61.238.194,10.61.239.194,10.161.243.73,/vmfs/volumes/d70-s14-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.74,d70-s14-pm2,d70-s14-pm2.virt.daumkakao.io,datacenter70,d70-s14-cluster,datastore70-s14-pm2,10.61.238.74,10.61.239.74,10.61.238.164,10.61.239.164,10.61.238.194,10.61.239.194,10.161.243.74,/vmfs/volumes/d70-s14-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.75,d70-s14-pm3,d70-s14-pm3.virt.daumkakao.io,datacenter70,d70-s14-cluster,datastore70-s14-pm3,10.61.238.75,10.61.239.75,10.61.238.164,10.61.239.164,10.61.238.194,10.61.239.194,10.161.243.75,/vmfs/volumes/d70-s14-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.76,d70-s14-pm4,d70-s14-pm4.virt.daumkakao.io,datacenter70,d70-s14-cluster,datastore70-s14-pm4,10.61.238.76,10.61.239.76,10.61.238.164,10.61.239.164,10.61.238.194,10.61.239.194,10.161.243.76,/vmfs/volumes/d70-s14-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.77,d70-s15-pm1,d70-s15-pm1.virt.daumkakao.io,datacenter70,d70-s15-cluster,datastore70-s15-pm1,10.61.238.77,10.61.239.77,10.61.238.165,10.61.239.165,10.61.238.195,10.61.239.195,10.161.243.77,/vmfs/volumes/d70-s15-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.78,d70-s15-pm2,d70-s15-pm2.virt.daumkakao.io,datacenter70,d70-s15-cluster,datastore70-s15-pm2,10.61.238.78,10.61.239.78,10.61.238.165,10.61.239.165,10.61.238.195,10.61.239.195,10.161.243.78,/vmfs/volumes/d70-s15-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.79,d70-s15-pm3,d70-s15-pm3.virt.daumkakao.io,datacenter70,d70-s15-cluster,datastore70-s15-pm3,10.61.238.79,10.61.239.79,10.61.238.165,10.61.239.165,10.61.238.195,10.61.239.195,10.161.243.79,/vmfs/volumes/d70-s15-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.80,d70-s15-pm4,d70-s15-pm4.virt.daumkakao.io,datacenter70,d70-s15-cluster,datastore70-s15-pm4,10.61.238.80,10.61.239.80,10.61.238.165,10.61.239.165,10.61.238.195,10.61.239.195,10.161.243.80,/vmfs/volumes/d70-s15-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.81,d70-s16-pm1,d70-s16-pm1.virt.daumkakao.io,datacenter70,d70-s16-cluster,datastore70-s16-pm1,10.61.238.81,10.61.239.81,10.61.238.166,10.61.239.166,10.61.238.196,10.61.239.196,10.161.243.81,/vmfs/volumes/d70-s16-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.82,d70-s16-pm2,d70-s16-pm2.virt.daumkakao.io,datacenter70,d70-s16-cluster,datastore70-s16-pm2,10.61.238.82,10.61.239.82,10.61.238.166,10.61.239.166,10.61.238.196,10.61.239.196,10.161.243.82,/vmfs/volumes/d70-s16-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.83,d70-s16-pm3,d70-s16-pm3.virt.daumkakao.io,datacenter70,d70-s16-cluster,datastore70-s16-pm3,10.61.238.83,10.61.239.83,10.61.238.166,10.61.239.166,10.61.238.196,10.61.239.196,10.161.243.83,/vmfs/volumes/d70-s16-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.84,d70-s16-pm4,d70-s16-pm4.virt.daumkakao.io,datacenter70,d70-s16-cluster,datastore70-s16-pm4,10.61.238.84,10.61.239.84,10.61.238.166,10.61.239.166,10.61.238.196,10.61.239.196,10.161.243.84,/vmfs/volumes/d70-s16-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.85,d70-s17-pm1,d70-s17-pm1.virt.daumkakao.io,datacenter70,d70-s17-cluster,datastore70-s17-pm1,10.61.238.85,10.61.239.85,10.61.238.167,10.61.239.167,10.61.238.197,10.61.239.197,10.161.243.85,/vmfs/volumes/d70-s17-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.86,d70-s17-pm2,d70-s17-pm2.virt.daumkakao.io,datacenter70,d70-s17-cluster,datastore70-s17-pm2,10.61.238.86,10.61.239.86,10.61.238.167,10.61.239.167,10.61.238.197,10.61.239.197,10.161.243.86,/vmfs/volumes/d70-s17-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.87,d70-s17-pm3,d70-s17-pm3.virt.daumkakao.io,datacenter70,d70-s17-cluster,datastore70-s17-pm3,10.61.238.87,10.61.239.87,10.61.238.167,10.61.239.167,10.61.238.197,10.61.239.197,10.161.243.87,/vmfs/volumes/d70-s17-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
10.161.240.88,d70-s17-pm4,d70-s17-pm4.virt.daumkakao.io,datacenter70,d70-s17-cluster,datastore70-s17-pm4,10.61.238.88,10.61.239.88,10.61.238.167,10.61.239.167,10.61.238.197,10.61.239.197,10.161.243.88,/vmfs/volumes/d70-s17-lun1/,QLG-bnx-6.0-offline_bundle-5105386.zip
