name,host,datastore,ip,gateway,datastore1
d50-s6p2-vm6,d50-s6-pm2.virt.daumcorp.com,d50-s6-lun2,10.28.167.36,10.28.167.1,data6
d50-s6p2-vm7,d50-s6-pm2.virt.daumcorp.com,d50-s6-lun2,10.28.167.37,10.28.167.1,data6
d50-s6p2-vm8,d50-s6-pm2.virt.daumcorp.com,d50-s6-lun2,10.28.167.38,10.28.167.1,data6
d50-s6p2-vm9,d50-s6-pm2.virt.daumcorp.com,d50-s6-lun2,10.28.167.39,10.28.167.1,data6
d50-s6p2-vm10,d50-s6-pm2.virt.daumcorp.com,d50-s6-lun2,10.28.167.40,10.28.167.1,data6
d50-s6p3-vm1,d50-s6-pm3.virt.daumcorp.com,d50-s6-lun3,10.28.167.51,10.28.167.1,data6
d50-s6p3-vm2,d50-s6-pm3.virt.daumcorp.com,d50-s6-lun3,10.28.167.52,10.28.167.1,data6
d50-s6p3-vm3,d50-s6-pm3.virt.daumcorp.com,d50-s6-lun3,10.28.167.53,10.28.167.1,data6
d50-s6p3-vm4,d50-s6-pm3.virt.daumcorp.com,d50-s6-lun3,10.28.167.54,10.28.167.1,data6
d50-s6p3-vm5,d50-s6-pm3.virt.daumcorp.com,d50-s6-lun3,10.28.167.55,10.28.167.1,data6
d50-s6p3-vm6,d50-s6-pm3.virt.daumcorp.com,d50-s6-lun3,10.28.167.56,10.28.167.1,data6
d50-s6p3-vm7,d50-s6-pm3.virt.daumcorp.com,d50-s6-lun3,10.28.167.57,10.28.167.1,data6
d50-s6p3-vm8,d50-s6-pm3.virt.daumcorp.com,d50-s6-lun3,10.28.167.58,10.28.167.1,data6
d50-s6p3-vm9,d50-s6-pm3.virt.daumcorp.com,d50-s6-lun3,10.28.167.59,10.28.167.1,data6
d50-s6p3-vm10,d50-s6-pm3.virt.daumcorp.com,d50-s6-lun3,10.28.167.60,10.28.167.1,data6
d50-s6p4-vm1,d50-s6-pm4.virt.daumcorp.com,d50-s6-lun4,10.28.167.71,10.28.167.1,data6
d50-s6p4-vm2,d50-s6-pm4.virt.daumcorp.com,d50-s6-lun4,10.28.167.72,10.28.167.1,data6
d50-s6p4-vm3,d50-s6-pm4.virt.daumcorp.com,d50-s6-lun4,10.28.167.73,10.28.167.1,data6
d50-s6p4-vm4,d50-s6-pm4.virt.daumcorp.com,d50-s6-lun4,10.28.167.74,10.28.167.1,data6
d50-s6p4-vm5,d50-s6-pm4.virt.daumcorp.com,d50-s6-lun4,10.28.167.75,10.28.167.1,data6
d50-s6p4-vm6,d50-s6-pm4.virt.daumcorp.com,d50-s6-lun4,10.28.167.76,10.28.167.1,data6
d50-s6p4-vm7,d50-s6-pm4.virt.daumcorp.com,d50-s6-lun4,10.28.167.77,10.28.167.1,data6
d50-s6p4-vm8,d50-s6-pm4.virt.daumcorp.com,d50-s6-lun4,10.28.167.78,10.28.167.1,data6
d50-s6p4-vm9,d50-s6-pm4.virt.daumcorp.com,d50-s6-lun4,10.28.167.79,10.28.167.1,data6
d50-s6p4-vm10,d50-s6-pm4.virt.daumcorp.com,d50-s6-lun4,10.28.167.80,10.28.167.1,data6
d50-s6p5-vm1,d50-s6-pm5.virt.daumcorp.com,d50-s6-lun5,10.28.167.91,10.28.167.1,data6
d50-s6p5-vm2,d50-s6-pm5.virt.daumcorp.com,d50-s6-lun5,10.28.167.92,10.28.167.1,data6
d50-s6p5-vm3,d50-s6-pm5.virt.daumcorp.com,d50-s6-lun5,10.28.167.93,10.28.167.1,data6
d50-s6p5-vm4,d50-s6-pm5.virt.daumcorp.com,d50-s6-lun5,10.28.167.94,10.28.167.1,data6
d50-s6p5-vm5,d50-s6-pm5.virt.daumcorp.com,d50-s6-lun5,10.28.167.95,10.28.167.1,data6
d50-s6p5-vm6,d50-s6-pm5.virt.daumcorp.com,d50-s6-lun5,10.28.167.96,10.28.167.1,data6
d50-s6p5-vm7,d50-s6-pm5.virt.daumcorp.com,d50-s6-lun5,10.28.167.97,10.28.167.1,data6
d50-s6p5-vm8,d50-s6-pm5.virt.daumcorp.com,d50-s6-lun5,10.28.167.98,10.28.167.1,data6
d50-s6p5-vm9,d50-s6-pm5.virt.daumcorp.com,d50-s6-lun5,10.28.167.99,10.28.167.1,data6
d50-s6p5-vm10,d50-s6-pm5.virt.daumcorp.com,d50-s6-lun5,10.28.167.100,10.28.167.1,data6
d50-s6p6-vm1,d50-s6-pm6.virt.daumcorp.com,d50-s6-lun6,10.28.167.111,10.28.167.1,data6
d50-s6p6-vm2,d50-s6-pm6.virt.daumcorp.com,d50-s6-lun6,10.28.167.112,10.28.167.1,data6
d50-s6p6-vm3,d50-s6-pm6.virt.daumcorp.com,d50-s6-lun6,10.28.167.113,10.28.167.1,data6
d50-s6p6-vm4,d50-s6-pm6.virt.daumcorp.com,d50-s6-lun6,10.28.167.114,10.28.167.1,data6
d50-s6p6-vm5,d50-s6-pm6.virt.daumcorp.com,d50-s6-lun6,10.28.167.115,10.28.167.1,data6
d50-s6p6-vm6,d50-s6-pm6.virt.daumcorp.com,d50-s6-lun6,10.28.167.116,10.28.167.1,data6
d50-s6p6-vm7,d50-s6-pm6.virt.daumcorp.com,d50-s6-lun6,10.28.167.117,10.28.167.1,data6
d50-s6p6-vm8,d50-s6-pm6.virt.daumcorp.com,d50-s6-lun6,10.28.167.118,10.28.167.1,data6
d50-s6p6-vm9,d50-s6-pm6.virt.daumcorp.com,d50-s6-lun6,10.28.167.119,10.28.167.1,data6
d50-s6p6-vm10,d50-s6-pm6.virt.daumcorp.com,d50-s6-lun6,10.28.167.120,10.28.167.1,data6
d50-s6p7-vm1,d50-s6-pm7.virt.daumcorp.com,d50-s6-lun7,10.28.167.131,10.28.167.1,data6
d50-s6p7-vm2,d50-s6-pm7.virt.daumcorp.com,d50-s6-lun7,10.28.167.132,10.28.167.1,data6
d50-s6p7-vm3,d50-s6-pm7.virt.daumcorp.com,d50-s6-lun7,10.28.167.133,10.28.167.1,data6
d50-s6p7-vm4,d50-s6-pm7.virt.daumcorp.com,d50-s6-lun7,10.28.167.134,10.28.167.1,data6
d50-s6p7-vm5,d50-s6-pm7.virt.daumcorp.com,d50-s6-lun7,10.28.167.135,10.28.167.1,data6
d50-s6p7-vm6,d50-s6-pm7.virt.daumcorp.com,d50-s6-lun7,10.28.167.136,10.28.167.1,data6
d50-s6p7-vm7,d50-s6-pm7.virt.daumcorp.com,d50-s6-lun7,10.28.167.137,10.28.167.1,data6
d50-s6p7-vm8,d50-s6-pm7.virt.daumcorp.com,d50-s6-lun7,10.28.167.138,10.28.167.1,data6
d50-s6p7-vm9,d50-s6-pm7.virt.daumcorp.com,d50-s6-lun7,10.28.167.139,10.28.167.1,data6
d50-s6p7-vm10,d50-s6-pm7.virt.daumcorp.com,d50-s6-lun7,10.28.167.140,10.28.167.1,data6
d50-s6p8-vm1,d50-s6-pm8.virt.daumcorp.com,d50-s6-lun8,10.28.167.151,10.28.167.1,data6
d50-s6p8-vm2,d50-s6-pm8.virt.daumcorp.com,d50-s6-lun8,10.28.167.152,10.28.167.1,data6
d50-s6p8-vm3,d50-s6-pm8.virt.daumcorp.com,d50-s6-lun8,10.28.167.153,10.28.167.1,data6
d50-s6p8-vm4,d50-s6-pm8.virt.daumcorp.com,d50-s6-lun8,10.28.167.154,10.28.167.1,data6
d50-s6p8-vm5,d50-s6-pm8.virt.daumcorp.com,d50-s6-lun8,10.28.167.155,10.28.167.1,data6
d50-s6p8-vm6,d50-s6-pm8.virt.daumcorp.com,d50-s6-lun8,10.28.167.156,10.28.167.1,data6
d50-s6p8-vm7,d50-s6-pm8.virt.daumcorp.com,d50-s6-lun8,10.28.167.157,10.28.167.1,data6
d50-s6p8-vm8,d50-s6-pm8.virt.daumcorp.com,d50-s6-lun8,10.28.167.158,10.28.167.1,data6
d50-s6p8-vm9,d50-s6-pm8.virt.daumcorp.com,d50-s6-lun8,10.28.167.159,10.28.167.1,data6
d50-s6p8-vm10,d50-s6-pm8.virt.daumcorp.com,d50-s6-lun8,10.28.167.160,10.28.167.1,data6
