name,host,datastore,ip,gateway,datastore1
d50-s4p4-vm10,d50-s4-pm4.virt.daumcorp.com,d50-s4-lun4,10.28.165.80,10.28.165.1,data4
d50-s4p5-vm1,d50-s4-pm5.virt.daumcorp.com,d50-s4-lun5,10.28.165.91,10.28.165.1,data4
d50-s4p5-vm2,d50-s4-pm5.virt.daumcorp.com,d50-s4-lun5,10.28.165.92,10.28.165.1,data4
d50-s4p5-vm3,d50-s4-pm5.virt.daumcorp.com,d50-s4-lun5,10.28.165.93,10.28.165.1,data4
d50-s4p5-vm4,d50-s4-pm5.virt.daumcorp.com,d50-s4-lun5,10.28.165.94,10.28.165.1,data4
d50-s4p5-vm5,d50-s4-pm5.virt.daumcorp.com,d50-s4-lun5,10.28.165.95,10.28.165.1,data4
d50-s4p5-vm6,d50-s4-pm5.virt.daumcorp.com,d50-s4-lun5,10.28.165.96,10.28.165.1,data4
d50-s4p5-vm7,d50-s4-pm5.virt.daumcorp.com,d50-s4-lun5,10.28.165.97,10.28.165.1,data4
d50-s4p5-vm8,d50-s4-pm5.virt.daumcorp.com,d50-s4-lun5,10.28.165.98,10.28.165.1,data4
d50-s4p5-vm9,d50-s4-pm5.virt.daumcorp.com,d50-s4-lun5,10.28.165.99,10.28.165.1,data4
d50-s4p5-vm10,d50-s4-pm5.virt.daumcorp.com,d50-s4-lun5,10.28.165.100,10.28.165.1,data4
d50-s4p6-vm1,d50-s4-pm6.virt.daumcorp.com,d50-s4-lun6,10.28.165.111,10.28.165.1,data4
d50-s4p6-vm2,d50-s4-pm6.virt.daumcorp.com,d50-s4-lun6,10.28.165.112,10.28.165.1,data4
d50-s4p6-vm3,d50-s4-pm6.virt.daumcorp.com,d50-s4-lun6,10.28.165.113,10.28.165.1,data4
d50-s4p6-vm4,d50-s4-pm6.virt.daumcorp.com,d50-s4-lun6,10.28.165.114,10.28.165.1,data4
d50-s4p6-vm5,d50-s4-pm6.virt.daumcorp.com,d50-s4-lun6,10.28.165.115,10.28.165.1,data4
d50-s4p6-vm6,d50-s4-pm6.virt.daumcorp.com,d50-s4-lun6,10.28.165.116,10.28.165.1,data4
d50-s4p6-vm7,d50-s4-pm6.virt.daumcorp.com,d50-s4-lun6,10.28.165.117,10.28.165.1,data4
d50-s4p6-vm8,d50-s4-pm6.virt.daumcorp.com,d50-s4-lun6,10.28.165.118,10.28.165.1,data4
d50-s4p6-vm9,d50-s4-pm6.virt.daumcorp.com,d50-s4-lun6,10.28.165.119,10.28.165.1,data4
d50-s4p6-vm10,d50-s4-pm6.virt.daumcorp.com,d50-s4-lun6,10.28.165.120,10.28.165.1,data4
d50-s4p7-vm1,d50-s4-pm7.virt.daumcorp.com,d50-s4-lun7,10.28.165.131,10.28.165.1,data4
d50-s4p7-vm2,d50-s4-pm7.virt.daumcorp.com,d50-s4-lun7,10.28.165.132,10.28.165.1,data4
d50-s4p7-vm3,d50-s4-pm7.virt.daumcorp.com,d50-s4-lun7,10.28.165.133,10.28.165.1,data4
d50-s4p7-vm4,d50-s4-pm7.virt.daumcorp.com,d50-s4-lun7,10.28.165.134,10.28.165.1,data4
d50-s4p7-vm5,d50-s4-pm7.virt.daumcorp.com,d50-s4-lun7,10.28.165.135,10.28.165.1,data4
d50-s4p7-vm6,d50-s4-pm7.virt.daumcorp.com,d50-s4-lun7,10.28.165.136,10.28.165.1,data4
d50-s4p7-vm7,d50-s4-pm7.virt.daumcorp.com,d50-s4-lun7,10.28.165.137,10.28.165.1,data4
d50-s4p7-vm8,d50-s4-pm7.virt.daumcorp.com,d50-s4-lun7,10.28.165.138,10.28.165.1,data4
d50-s4p7-vm9,d50-s4-pm7.virt.daumcorp.com,d50-s4-lun7,10.28.165.139,10.28.165.1,data4
d50-s4p7-vm10,d50-s4-pm7.virt.daumcorp.com,d50-s4-lun7,10.28.165.140,10.28.165.1,data4
d50-s4p8-vm1,d50-s4-pm8.virt.daumcorp.com,d50-s4-lun8,10.28.165.151,10.28.165.1,data4
d50-s4p8-vm2,d50-s4-pm8.virt.daumcorp.com,d50-s4-lun8,10.28.165.152,10.28.165.1,data4
d50-s4p8-vm3,d50-s4-pm8.virt.daumcorp.com,d50-s4-lun8,10.28.165.153,10.28.165.1,data4
d50-s4p8-vm4,d50-s4-pm8.virt.daumcorp.com,d50-s4-lun8,10.28.165.154,10.28.165.1,data4
d50-s4p8-vm5,d50-s4-pm8.virt.daumcorp.com,d50-s4-lun8,10.28.165.155,10.28.165.1,data4
d50-s4p8-vm6,d50-s4-pm8.virt.daumcorp.com,d50-s4-lun8,10.28.165.156,10.28.165.1,data4
d50-s4p8-vm7,d50-s4-pm8.virt.daumcorp.com,d50-s4-lun8,10.28.165.157,10.28.165.1,data4
d50-s4p8-vm8,d50-s4-pm8.virt.daumcorp.com,d50-s4-lun8,10.28.165.158,10.28.165.1,data4
d50-s4p8-vm9,d50-s4-pm8.virt.daumcorp.com,d50-s4-lun8,10.28.165.159,10.28.165.1,data4
d50-s4p8-vm10,d50-s4-pm8.virt.daumcorp.com,d50-s4-lun8,10.28.165.160,10.28.165.1,data4
