name,host,datastore,ip,gateway,datastore1
d50-s5p6-vm7,d50-s5-pm6.virt.daumcorp.com,d50-s5-lun6,10.28.166.117,10.28.166.1,data5
d50-s5p6-vm8,d50-s5-pm6.virt.daumcorp.com,d50-s5-lun6,10.28.166.118,10.28.166.1,data5
d50-s5p6-vm9,d50-s5-pm6.virt.daumcorp.com,d50-s5-lun6,10.28.166.119,10.28.166.1,data5
d50-s5p6-vm10,d50-s5-pm6.virt.daumcorp.com,d50-s5-lun6,10.28.166.120,10.28.166.1,data5
d50-s5p7-vm1,d50-s5-pm7.virt.daumcorp.com,d50-s5-lun7,10.28.166.131,10.28.166.1,data5
d50-s5p7-vm2,d50-s5-pm7.virt.daumcorp.com,d50-s5-lun7,10.28.166.132,10.28.166.1,data5
d50-s5p7-vm3,d50-s5-pm7.virt.daumcorp.com,d50-s5-lun7,10.28.166.133,10.28.166.1,data5
d50-s5p7-vm4,d50-s5-pm7.virt.daumcorp.com,d50-s5-lun7,10.28.166.134,10.28.166.1,data5
d50-s5p7-vm5,d50-s5-pm7.virt.daumcorp.com,d50-s5-lun7,10.28.166.135,10.28.166.1,data5
d50-s5p7-vm6,d50-s5-pm7.virt.daumcorp.com,d50-s5-lun7,10.28.166.136,10.28.166.1,data5
d50-s5p7-vm7,d50-s5-pm7.virt.daumcorp.com,d50-s5-lun7,10.28.166.137,10.28.166.1,data5
d50-s5p7-vm8,d50-s5-pm7.virt.daumcorp.com,d50-s5-lun7,10.28.166.138,10.28.166.1,data5
d50-s5p7-vm9,d50-s5-pm7.virt.daumcorp.com,d50-s5-lun7,10.28.166.139,10.28.166.1,data5
d50-s5p7-vm10,d50-s5-pm7.virt.daumcorp.com,d50-s5-lun7,10.28.166.140,10.28.166.1,data5
d50-s5p8-vm1,d50-s5-pm8.virt.daumcorp.com,d50-s5-lun8,10.28.166.151,10.28.166.1,data5
d50-s5p8-vm2,d50-s5-pm8.virt.daumcorp.com,d50-s5-lun8,10.28.166.152,10.28.166.1,data5
d50-s5p8-vm3,d50-s5-pm8.virt.daumcorp.com,d50-s5-lun8,10.28.166.153,10.28.166.1,data5
d50-s5p8-vm4,d50-s5-pm8.virt.daumcorp.com,d50-s5-lun8,10.28.166.154,10.28.166.1,data5
d50-s5p8-vm5,d50-s5-pm8.virt.daumcorp.com,d50-s5-lun8,10.28.166.155,10.28.166.1,data5
d50-s5p8-vm6,d50-s5-pm8.virt.daumcorp.com,d50-s5-lun8,10.28.166.156,10.28.166.1,data5
d50-s5p8-vm7,d50-s5-pm8.virt.daumcorp.com,d50-s5-lun8,10.28.166.157,10.28.166.1,data5
d50-s5p8-vm8,d50-s5-pm8.virt.daumcorp.com,d50-s5-lun8,10.28.166.158,10.28.166.1,data5
d50-s5p8-vm9,d50-s5-pm8.virt.daumcorp.com,d50-s5-lun8,10.28.166.159,10.28.166.1,data5
d50-s5p8-vm10,d50-s5-pm8.virt.daumcorp.com,d50-s5-lun8,10.28.166.160,10.28.166.1,data5
