name,host,datastore,ip,gateway,datastore1
d50-s11p6-vm1,d50-s11-pm6.virt.daumcorp.com,d50-s11-lun6,10.28.172.111,10.28.172.1,data11
d50-s11p6-vm2,d50-s11-pm6.virt.daumcorp.com,d50-s11-lun6,10.28.172.112,10.28.172.1,data11
d50-s11p6-vm3,d50-s11-pm6.virt.daumcorp.com,d50-s11-lun6,10.28.172.113,10.28.172.1,data11
d50-s11p6-vm4,d50-s11-pm6.virt.daumcorp.com,d50-s11-lun6,10.28.172.114,10.28.172.1,data11
d50-s11p6-vm5,d50-s11-pm6.virt.daumcorp.com,d50-s11-lun6,10.28.172.115,10.28.172.1,data11
d50-s11p6-vm6,d50-s11-pm6.virt.daumcorp.com,d50-s11-lun6,10.28.172.116,10.28.172.1,data11
d50-s11p6-vm7,d50-s11-pm6.virt.daumcorp.com,d50-s11-lun6,10.28.172.117,10.28.172.1,data11
d50-s11p6-vm8,d50-s11-pm6.virt.daumcorp.com,d50-s11-lun6,10.28.172.118,10.28.172.1,data11
d50-s11p6-vm9,d50-s11-pm6.virt.daumcorp.com,d50-s11-lun6,10.28.172.119,10.28.172.1,data11
d50-s11p6-vm10,d50-s11-pm6.virt.daumcorp.com,d50-s11-lun6,10.28.172.120,10.28.172.1,data11
d50-s11p7-vm1,d50-s11-pm7.virt.daumcorp.com,d50-s11-lun7,10.28.172.131,10.28.172.1,data11
d50-s11p7-vm2,d50-s11-pm7.virt.daumcorp.com,d50-s11-lun7,10.28.172.132,10.28.172.1,data11
d50-s11p7-vm3,d50-s11-pm7.virt.daumcorp.com,d50-s11-lun7,10.28.172.133,10.28.172.1,data11
d50-s11p7-vm4,d50-s11-pm7.virt.daumcorp.com,d50-s11-lun7,10.28.172.134,10.28.172.1,data11
d50-s11p7-vm5,d50-s11-pm7.virt.daumcorp.com,d50-s11-lun7,10.28.172.135,10.28.172.1,data11
d50-s11p7-vm6,d50-s11-pm7.virt.daumcorp.com,d50-s11-lun7,10.28.172.136,10.28.172.1,data11
d50-s11p7-vm7,d50-s11-pm7.virt.daumcorp.com,d50-s11-lun7,10.28.172.137,10.28.172.1,data11
d50-s11p7-vm8,d50-s11-pm7.virt.daumcorp.com,d50-s11-lun7,10.28.172.138,10.28.172.1,data11
d50-s11p7-vm9,d50-s11-pm7.virt.daumcorp.com,d50-s11-lun7,10.28.172.139,10.28.172.1,data11
d50-s11p7-vm10,d50-s11-pm7.virt.daumcorp.com,d50-s11-lun7,10.28.172.140,10.28.172.1,data11
d50-s11p8-vm1,d50-s11-pm8.virt.daumcorp.com,d50-s11-lun8,10.28.172.151,10.28.172.1,data11
d50-s11p8-vm2,d50-s11-pm8.virt.daumcorp.com,d50-s11-lun8,10.28.172.152,10.28.172.1,data11
d50-s11p8-vm3,d50-s11-pm8.virt.daumcorp.com,d50-s11-lun8,10.28.172.153,10.28.172.1,data11
d50-s11p8-vm4,d50-s11-pm8.virt.daumcorp.com,d50-s11-lun8,10.28.172.154,10.28.172.1,data11
d50-s11p8-vm5,d50-s11-pm8.virt.daumcorp.com,d50-s11-lun8,10.28.172.155,10.28.172.1,data11
d50-s11p8-vm6,d50-s11-pm8.virt.daumcorp.com,d50-s11-lun8,10.28.172.156,10.28.172.1,data11
d50-s11p8-vm7,d50-s11-pm8.virt.daumcorp.com,d50-s11-lun8,10.28.172.157,10.28.172.1,data11
d50-s11p8-vm8,d50-s11-pm8.virt.daumcorp.com,d50-s11-lun8,10.28.172.158,10.28.172.1,data11
d50-s11p8-vm9,d50-s11-pm8.virt.daumcorp.com,d50-s11-lun8,10.28.172.159,10.28.172.1,data11
d50-s11p8-vm10,d50-s11-pm8.virt.daumcorp.com,d50-s11-lun8,10.28.172.160,10.28.172.1,data11
