name,host,datastore,ip,gateway,datastore1
d50-s10p5-vm1,d50-s10-pm5.virt.daumcorp.com,d50-s10-lun5,10.28.171.91,10.28.171.1,data10
d50-s10p5-vm2,d50-s10-pm5.virt.daumcorp.com,d50-s10-lun5,10.28.171.92,10.28.171.1,data10
d50-s10p5-vm3,d50-s10-pm5.virt.daumcorp.com,d50-s10-lun5,10.28.171.93,10.28.171.1,data10
d50-s10p5-vm4,d50-s10-pm5.virt.daumcorp.com,d50-s10-lun5,10.28.171.94,10.28.171.1,data10
d50-s10p5-vm5,d50-s10-pm5.virt.daumcorp.com,d50-s10-lun5,10.28.171.95,10.28.171.1,data10
d50-s10p5-vm6,d50-s10-pm5.virt.daumcorp.com,d50-s10-lun5,10.28.171.96,10.28.171.1,data10
d50-s10p5-vm7,d50-s10-pm5.virt.daumcorp.com,d50-s10-lun5,10.28.171.97,10.28.171.1,data10
d50-s10p5-vm8,d50-s10-pm5.virt.daumcorp.com,d50-s10-lun5,10.28.171.98,10.28.171.1,data10
d50-s10p5-vm9,d50-s10-pm5.virt.daumcorp.com,d50-s10-lun5,10.28.171.99,10.28.171.1,data10
d50-s10p5-vm10,d50-s10-pm5.virt.daumcorp.com,d50-s10-lun5,10.28.171.100,10.28.171.1,data10
d50-s10p6-vm1,d50-s10-pm6.virt.daumcorp.com,d50-s10-lun6,10.28.171.111,10.28.171.1,data10
d50-s10p6-vm2,d50-s10-pm6.virt.daumcorp.com,d50-s10-lun6,10.28.171.112,10.28.171.1,data10
d50-s10p6-vm3,d50-s10-pm6.virt.daumcorp.com,d50-s10-lun6,10.28.171.113,10.28.171.1,data10
d50-s10p6-vm4,d50-s10-pm6.virt.daumcorp.com,d50-s10-lun6,10.28.171.114,10.28.171.1,data10
d50-s10p6-vm5,d50-s10-pm6.virt.daumcorp.com,d50-s10-lun6,10.28.171.115,10.28.171.1,data10
d50-s10p6-vm6,d50-s10-pm6.virt.daumcorp.com,d50-s10-lun6,10.28.171.116,10.28.171.1,data10
d50-s10p6-vm7,d50-s10-pm6.virt.daumcorp.com,d50-s10-lun6,10.28.171.117,10.28.171.1,data10
d50-s10p6-vm8,d50-s10-pm6.virt.daumcorp.com,d50-s10-lun6,10.28.171.118,10.28.171.1,data10
d50-s10p6-vm9,d50-s10-pm6.virt.daumcorp.com,d50-s10-lun6,10.28.171.119,10.28.171.1,data10
d50-s10p6-vm10,d50-s10-pm6.virt.daumcorp.com,d50-s10-lun6,10.28.171.120,10.28.171.1,data10
d50-s10p7-vm1,d50-s10-pm7.virt.daumcorp.com,d50-s10-lun7,10.28.171.131,10.28.171.1,data10
d50-s10p7-vm2,d50-s10-pm7.virt.daumcorp.com,d50-s10-lun7,10.28.171.132,10.28.171.1,data10
d50-s10p7-vm3,d50-s10-pm7.virt.daumcorp.com,d50-s10-lun7,10.28.171.133,10.28.171.1,data10
d50-s10p7-vm4,d50-s10-pm7.virt.daumcorp.com,d50-s10-lun7,10.28.171.134,10.28.171.1,data10
d50-s10p7-vm5,d50-s10-pm7.virt.daumcorp.com,d50-s10-lun7,10.28.171.135,10.28.171.1,data10
d50-s10p7-vm6,d50-s10-pm7.virt.daumcorp.com,d50-s10-lun7,10.28.171.136,10.28.171.1,data10
d50-s10p7-vm7,d50-s10-pm7.virt.daumcorp.com,d50-s10-lun7,10.28.171.137,10.28.171.1,data10
d50-s10p7-vm8,d50-s10-pm7.virt.daumcorp.com,d50-s10-lun7,10.28.171.138,10.28.171.1,data10
d50-s10p7-vm9,d50-s10-pm7.virt.daumcorp.com,d50-s10-lun7,10.28.171.139,10.28.171.1,data10
d50-s10p7-vm10,d50-s10-pm7.virt.daumcorp.com,d50-s10-lun7,10.28.171.140,10.28.171.1,data10
d50-s10p8-vm1,d50-s10-pm8.virt.daumcorp.com,d50-s10-lun8,10.28.171.151,10.28.171.1,data10
d50-s10p8-vm2,d50-s10-pm8.virt.daumcorp.com,d50-s10-lun8,10.28.171.152,10.28.171.1,data10
d50-s10p8-vm3,d50-s10-pm8.virt.daumcorp.com,d50-s10-lun8,10.28.171.153,10.28.171.1,data10
d50-s10p8-vm4,d50-s10-pm8.virt.daumcorp.com,d50-s10-lun8,10.28.171.154,10.28.171.1,data10
d50-s10p8-vm5,d50-s10-pm8.virt.daumcorp.com,d50-s10-lun8,10.28.171.155,10.28.171.1,data10
d50-s10p8-vm6,d50-s10-pm8.virt.daumcorp.com,d50-s10-lun8,10.28.171.156,10.28.171.1,data10
d50-s10p8-vm7,d50-s10-pm8.virt.daumcorp.com,d50-s10-lun8,10.28.171.157,10.28.171.1,data10
d50-s10p8-vm8,d50-s10-pm8.virt.daumcorp.com,d50-s10-lun8,10.28.171.158,10.28.171.1,data10
d50-s10p8-vm9,d50-s10-pm8.virt.daumcorp.com,d50-s10-lun8,10.28.171.159,10.28.171.1,data10
d50-s10p8-vm10,d50-s10-pm8.virt.daumcorp.com,d50-s10-lun8,10.28.171.160,10.28.171.1,data10
